Sample	Top over-represented sequence	Sum of remaining over-represented sequences
PD_13P_filtered_1	0	0
PD_13P_filtered_2	0	0
PD_140S_filtered_1	0	0
PD_140S_filtered_2	0	0
PD_141P_filtered_1	0	0
PD_141P_filtered_2	0	0
PD_142S_filtered_1	0	0
PD_142S_filtered_2	0	0
PD_145P_filtered_1	0	0
PD_145P_filtered_2	0	0
PD_146S_filtered_1	0	0
PD_146S_filtered_2	0	0
PD_147_filtered_1	0	0
PD_147_filtered_2	0	0
PD_148P_filtered_1	0	0
PD_148P_filtered_2	0	0
PD_149S_filtered_1	0	0
PD_149S_filtered_2	0	0
PD_14P_filtered_1	0	0
PD_14P_filtered_2	0	0
PD_150P_filtered_1	0	0
PD_150P_filtered_2	0	0
PD_151S_filtered_1	0	0
PD_151S_filtered_2	0	0
PD_152P_filtered_1	0	0
PD_152P_filtered_2	0	0
PD_153S_filtered_1	0	0
PD_153S_filtered_2	0	0
PD_156P_filtered_1	0	0
PD_156P_filtered_2	0	0
PD_157S_filtered_1	0	0
PD_157S_filtered_2	0	0
PD_158P_filtered_1	0	0
PD_158P_filtered_2	0	0
PD_159S_filtered_1	0	0
PD_159S_filtered_2	0	0
PD_15P_filtered_1	0	0
PD_15P_filtered_2	0	0
PD_160P_filtered_1	0	0
PD_160P_filtered_2	0	0
PD_161S_filtered_1	0	0
PD_161S_filtered_2	0	0
PD_162P_filtered_1	0	0
PD_162P_filtered_2	0	0
PD_163S_filtered_1	0	0
PD_163S_filtered_2	0	0
PD_164P_filtered_1	0	0
PD_164P_filtered_2	0	0
PD_165S_filtered_1	0	0
PD_165S_filtered_2	0	0
PD_166_filtered_1	0	0
PD_166_filtered_2	0	0
PD_167P_filtered_1	0	0
PD_167P_filtered_2	0	0
PD_169P_filtered_1	0	0
PD_169P_filtered_2	0	0
PD_16P_filtered_1	0	0
PD_16P_filtered_2	0	0
PD_170S_filtered_1	0	0
PD_170S_filtered_2	0	0
PD_171P_filtered_1	0	0
PD_171P_filtered_2	0	0
PD_172S_filtered_1	0	0
PD_172S_filtered_2	0	0
PD_173P_filtered_1	0	0
PD_173P_filtered_2	0	0
PD_174S_filtered_1	0	0
PD_174S_filtered_2	0	0
PD_175P_filtered_1	0	0
PD_175P_filtered_2	0	0
PD_176S_filtered_1	0	0
PD_176S_filtered_2	0	0
PD_177P_filtered_1	0	0
PD_177P_filtered_2	0	0
PD_178S_filtered_1	0	0
PD_178S_filtered_2	0	0
PD_179P_filtered_1	0	0
PD_179P_filtered_2	0	0
PD_180S_filtered_1	0	0
PD_180S_filtered_2	0	0
PD_181P_filtered_1	0	0
PD_181P_filtered_2	0	0
PD_182S_filtered_1	0	0
PD_182S_filtered_2	0	0
PD_183P_filtered_1	0	0
PD_183P_filtered_2	0	0
PD_184S_filtered_1	0	0
PD_184S_filtered_2	0	0
PD_188S_filtered_1	0	0
PD_188S_filtered_2	0	0
PD_189P_filtered_1	0	0
PD_189P_filtered_2	0	0
PD_190S_filtered_1	0	0
PD_190S_filtered_2	0	0
PD_191P_filtered_1	0	0
PD_191P_filtered_2	0	0
PD_192S_filtered_1	0.108577633008	2.60586319218
PD_192S_filtered_2	0.108577633008	3.14875135722
PD_193P_filtered_1	0	0
PD_193P_filtered_2	0	0
PD_194S_filtered_1	0	0
PD_194S_filtered_2	0	0
PD_195_filtered_1	0	0
PD_195_filtered_2	0	0
PD_196_filtered_1	0	0
PD_196_filtered_2	0	0
PD_197_filtered_1	0	0
PD_197_filtered_2	0	0
PD_198_filtered_1	0	0
PD_198_filtered_2	0	0
PD_199P_filtered_1	100.0	0.0
PD_199P_filtered_2	100.0	0.0
PD_1P_filtered_1	0	0
PD_1P_filtered_2	0	0
PD_200S_filtered_1	0	0
PD_200S_filtered_2	0	0
PD_203_filtered_1	0	0
PD_203_filtered_2	0	0
PD_204_filtered_1	0	0
PD_204_filtered_2	0	0
PD_205P_filtered_1	0	0
PD_205P_filtered_2	0	0
PD_206S_filtered_1	0	0
PD_206S_filtered_2	0	0
PD_207P_filtered_1	0	0
PD_207P_filtered_2	0	0
PD_208S_filtered_1	0	0
PD_208S_filtered_2	0	0
PD_209P_filtered_1	0	0
PD_209P_filtered_2	0	0
PD_210S_filtered_1	0	0
PD_210S_filtered_2	0	0
PD_211P_filtered_1	0	0
PD_211P_filtered_2	0	0
PD_212S_filtered_1	0	0
PD_212S_filtered_2	0	0
PD_213S_filtered_1	0	0
PD_213S_filtered_2	0	0
PD_214S_filtered_1	0	0
PD_214S_filtered_2	0	0
PD_215S_filtered_1	0	0
PD_215S_filtered_2	0	0
PD_216S_filtered_1	0	0
PD_216S_filtered_2	0	0
PD_217P_filtered_1	0	0
PD_217P_filtered_2	0	0
PD_218S_filtered_1	0.200601805416	99.7993981946
PD_218S_filtered_2	0.200601805416	99.7993981946
PD_221P_filtered_1	0	0
PD_221P_filtered_2	0	0
PD_222S_filtered_1	0	0
PD_222S_filtered_2	0	0
PD_223P_filtered_1	0	0
PD_223P_filtered_2	0	0
PD_224S_filtered_1	0	0
PD_224S_filtered_2	0	0
PD_225P_filtered_1	0	0
PD_225P_filtered_2	0	0
PD_226S_filtered_1	0	0
PD_226S_filtered_2	0	0
PD_227P_filtered_1	0	0
PD_227P_filtered_2	0	0
PD_228S_filtered_1	0	0
PD_228S_filtered_2	0	0
PD_229P_filtered_1	0	0
PD_229P_filtered_2	0	0
PD_230S_filtered_1	0	0
PD_230S_filtered_2	0	0
PD_231P_filtered_1	0	0
PD_231P_filtered_2	0	0
PD_232S_filtered_1	0	0
PD_232S_filtered_2	0	0
PD_25P_filtered_1	0	0
PD_25P_filtered_2	0	0
PD_26P_filtered_1	0	0
PD_26P_filtered_2	0	0
PD_27P_filtered_1	0	0
PD_27P_filtered_2	0	0
PD_28P_filtered_1	0	0
PD_28P_filtered_2	0	0
PD_29P_filtered_1	0	0
PD_29P_filtered_2	0	0
PD_2P_filtered_1	0	0
PD_2P_filtered_2	0	0
PD_30P_filtered_1	0	0
PD_30P_filtered_2	0	0
PD_31P_filtered_1	0	0
PD_31P_filtered_2	0	0
PD_32P_filtered_1	0	0
PD_32P_filtered_2	0	0
PD_33P_filtered_1	0	0
PD_33P_filtered_2	0	0
PD_34P_filtered_1	0	0
PD_34P_filtered_2	0	0
PD_35P_filtered_1	0	0
PD_35P_filtered_2	0	0
PD_36P_filtered_1	0.1679731243	3.0235162374
PD_36P_filtered_2	0.111982082867	2.3516237402
PD_38P_filtered_1	0	0
PD_38P_filtered_2	0	0
PD_39P_filtered_1	0	0
PD_39P_filtered_2	0	0
PD_3P_filtered_1	0	0
PD_3P_filtered_2	0	0
PD_40P_filtered_1	0	0
PD_40P_filtered_2	0	0
PD_41P_filtered_1	0	0
PD_41P_filtered_2	0	0
PD_42P_filtered_1	0	0
PD_42P_filtered_2	0	0
PD_43P_filtered_1	0	0
PD_43P_filtered_2	0	0
PD_44P_filtered_1	0	0
PD_44P_filtered_2	0	0
PD_45P_filtered_1	0	0
PD_45P_filtered_2	0	0
PD_46P_filtered_1	0	0
PD_46P_filtered_2	0	0
PD_47P_filtered_1	0	0
PD_47P_filtered_2	0	0
PD_48P_filtered_1	0	0
PD_48P_filtered_2	0	0
PD_4P_filtered_1	0	0
PD_4P_filtered_2	0	0
PD_50P_filtered_1	0	0
PD_50P_filtered_2	0	0
PD_51P_filtered_1	0	0
PD_51P_filtered_2	0	0
PD_52P_filtered_1	0	0
PD_52P_filtered_2	0	0
PD_53P_filtered_1	0	0
PD_53P_filtered_2	0	0
PD_54P_filtered_1	0	0
PD_54P_filtered_2	0	0
PD_55P_filtered_1	0	0
PD_55P_filtered_2	0	0
PD_56P_filtered_1	0	0
PD_56P_filtered_2	0	0
PD_57P_filtered_1	0	0
PD_57P_filtered_2	0	0
PD_58P_filtered_1	0	0
PD_58P_filtered_2	0	0
PD_59P_filtered_1	0	0
PD_59P_filtered_2	0	0
PD_5P_filtered_1	0	0
PD_5P_filtered_2	0	0
PD_60P_filtered_1	0	0
PD_60P_filtered_2	0	0
PD_63P_filtered_1	0	0
PD_63P_filtered_2	0	0
PD_64P_filtered_1	0	0
PD_64P_filtered_2	0	0
PD_65P_filtered_1	0	0
PD_65P_filtered_2	0	0
PD_66P_filtered_1	0	0
PD_66P_filtered_2	0	0
PD_6P_filtered_1	0	0
PD_6P_filtered_2	0	0
PD_70P_filtered_1	0	0
PD_70P_filtered_2	0	0
PD_73P_filtered_1	0	0
PD_73P_filtered_2	0	0
PD_74P_filtered_1	0	0
PD_74P_filtered_2	0	0
PD_75P_filtered_1	0	0
PD_75P_filtered_2	0	0
PD_76P_filtered_1	0	0
PD_76P_filtered_2	0	0
PD_77P_filtered_1	0	0
PD_77P_filtered_2	0	0
PD_78P_filtered_1	0	0
PD_78P_filtered_2	0	0
PD_79S_filtered_1	0	0
PD_79S_filtered_2	0	0
PD_7P_filtered_1	0	0
PD_7P_filtered_2	0	0
PD_81P_filtered_1	0.38961038961	99.6103896104
PD_81P_filtered_2	0.38961038961	99.6103896104
PD_82P_filtered_1	0	0
PD_82P_filtered_2	0	0
PD_83P_filtered_1	0	0
PD_83P_filtered_2	0	0
PD_84P_filtered_1	0	0
PD_84P_filtered_2	0	0
PD_8P_filtered_1	0	0
PD_8P_filtered_2	0	0
PD_9P_filtered_1	0	0
PD_9P_filtered_2	0	0
PD_Extr_neg_plate1_filtered_1	0.141542816702	4.10474168436
PD_Extr_neg_plate1_filtered_2	0.141542816702	3.96319886766
PD_Extr_neg_plate2_filtered_1	5.26315789474	94.7368421053
PD_Extr_neg_plate2_filtered_2	5.26315789474	94.7368421053
PD_Extr_neg_plate3_filtered_1	0.425531914894	99.5744680851
PD_Extr_neg_plate3_filtered_2	0.425531914894	99.5744680851
PD_Extr_pos_plate1_filtered_1	0	0
PD_Extr_pos_plate1_filtered_2	0	0
PD_Extr_pos_plate2_filtered_1	0.276243093923	99.7237569061
PD_Extr_pos_plate2_filtered_2	0.276243093923	99.7237569061
PD_Extr_pos_plate3_filtered_1	0	0
PD_Extr_pos_plate3_filtered_2	0	0
PD_Lib_neg_plate1_filtered_1	0.193610842207	0.484027105518
PD_Lib_neg_plate1_filtered_2	0.145208131655	0.145208131655
PD_Lib_neg_plate2_filtered_1	0.64308681672	99.3569131833
PD_Lib_neg_plate2_filtered_2	0.64308681672	99.3569131833
PD_Lib_pos_plate1_filtered_1	0	0
PD_Lib_pos_plate1_filtered_2	0	0
PD_Lib_pos_plate2_filtered_1	0	0
PD_Lib_pos_plate2_filtered_2	0	0
